ApiName, NeutralApiName, DllLibrary, WindowsPrototype, ReturnNative, ReturnDart, ParamCount, Param1Native, Param1Dart, Comment
ActivateActCtx, ActivateActCtx, kernel32, "BOOL ActivateActCtx(\n  HANDLE    hActCtx,\n  ULONG_PTR *lpCookie\n);", Int32, int, 2, hActCtx, IntPtr, int, lpCookie, Pointer<IntPtr>, Pointer<IntPtr>, "The ActivateActCtx function activates the specified activation context. It does this by pushing the specified activation context to the top of the activation stack. The specified activation context is thus associated with the current thread and any appropriate side-by-side API functions."
AddFontResourceW, AddFontResource, gdi32, "int AddFontResourceW(\n  LPCWSTR Arg1\n);", Int32, int, 1, Arg1, Pointer<Utf16>, Pointer<Utf16>, "The AddFontResource function adds the font resource from the specified file to the system font table. The font can subsequently be used for text output by any application."
AddFontResourceExW, AddFontResourceEx, gdi32, "int AddFontResourceExW(\n  LPCWSTR name,\n  DWORD   fl,\n  PVOID   res\n);", Int32, int, 3, name, Pointer<Utf16>, Pointer<Utf16>, fl, Uint32, int, res, Pointer, Pointer, "The AddFontResourceEx function adds the font resource from the specified file to the system. Fonts added with the AddFontResourceEx function can be marked as private and not enumerable."
AllocConsole, AllocConsole, kernel32, "BOOL WINAPI AllocConsole(void);", Int32, int, 0, "Allocates a new console for the calling process."
AngleArc, AngleArc, gdi32, "BOOL AngleArc(\n  HDC   hdc,\n  int   x,\n  int   y,\n  DWORD r,\n  FLOAT StartAngle,\n  FLOAT SweepAngle\n);", Int32, int, 6, hdc, IntPtr, int, x, Int32, int, y, Int32, int, r, Uint32, int, StartAngle, Float, double, SweepAngle, Float, double, "The AngleArc function draws a line segment and an arc. The line segment is drawn from the current position to the beginning of the arc. The arc is drawn along the perimeter of a circle with the given radius and center. The length of the arc is defined by the given start and sweep angles."
AnimatePalette, AnimatePalette, gdi32, "BOOL AnimatePalette(\n  HPALETTE           hPal,\n  UINT               iStartIndex,\n  UINT               cEntries,\n  const PALETTEENTRY *ppe\n);", Int32, int, 4, hPal, IntPtr, int, iStartIndex, Uint32, int, cEntries, Uint32, int, ppe, Pointer<PALETTEENTRY>, Pointer<PALETTEENTRY>, "The AnimatePalette function replaces entries in the specified logical palette."
AnimateWindow, AnimateWindow, user32, "BOOL AnimateWindow(\n  HWND  hWnd,\n  DWORD dwTime,\n  DWORD dwFlags\n);", Int32, int, 3, hWnd, IntPtr, int, dwTime, Uint32, int, dwFlags, Uint32, int, "Enables you to produce special effects when showing or hiding windows. There are four types of animation: roll, slide, collapse or expand, and alpha-blended fade."
AppendMenuW, AppendMenu, user32, "BOOL AppendMenuW(\n  HMENU    hMenu,\n  UINT     uFlags,\n  UINT_PTR uIDNewItem,\n  LPCWSTR  lpNewItem\n);", Int32, int, 4, hMenu, IntPtr, int, uFlags, Uint32, int, uIDNewItem, IntPtr, int, lpNewItem, Pointer<Utf16>, Pointer<Utf16>, "Appends a new item to the end of the specified menu bar, drop-down menu, submenu, or shortcut menu. You can use this function to specify the content, appearance, and behavior of the menu item."
Arc, Arc, gdi32, "BOOL Arc(\n  HDC hdc,\n  int x1,\n  int y1,\n  int x2,\n  int y2,\n  int x3,\n  int y3,\n  int x4,\n  int y4\n);", Int32, int, 9, hdc, IntPtr, int, x1, Int32, int, y1, Int32, int, x2, Int32, int, y2, Int32, int, x3, Int32, int, y3, Int32, int, x4, Int32, int, y4, Int32, int, "The Arc function draws an elliptical arc."
ArcTo, ArcTo, gdi32, "BOOL ArcTo(\n  HDC hdc,\n  int left,\n  int top,\n  int right,\n  int bottom,\n  int xr1,\n  int yr1,\n  int xr2,\n  int yr2\n);", Int32, int, 9, hdc, IntPtr, int, left, Int32, int, top, Int32, int, right, Int32, int, bottom, Int32, int, xr1, Int32, int, yr1, Int32, int, xr2, Int32, int, yr2, Int32, int, "The ArcTo function draws an elliptical arc."
AttachConsole, AttachConsole, kernel32, "BOOL WINAPI AttachConsole(\n  _In_ DWORD dwProcessId\n);", Int32, int, 1, dwProcessId, Uint32, int, "Attaches the calling process to the console of the specified process."
Beep, Beep, kernel32, "BOOL Beep(\n  DWORD dwFreq,\n  DWORD dwDuration\n);", Int32, int, 2, dwFreq, Uint32, int, dwDuration, Uint32, int, "Generates simple tones on the speaker. The function is synchronous; it performs an alertable wait and does not return control to its caller until the sound finishes."
BeginPaint, BeginPaint, user32, "HDC BeginPaint(\n  HWND          hWnd,\n  LPPAINTSTRUCT lpPaint\n);", IntPtr, int, 2, hWnd, IntPtr, int, lpPaint, Pointer<PAINTSTRUCT>, Pointer<PAINTSTRUCT>, "The BeginPaint function prepares the specified window for painting and fills a PAINTSTRUCT structure with information about the painting."
BeginPath, BeginPath, gdi32, "BOOL BeginPath(\n  HDC hdc\n);", Int32, int, 1, hdc, IntPtr, int, "The BeginPath function opens a path bracket in the specified device context."
BeginUpdateResourceW, BeginUpdateResource, kernel32, "HANDLE BeginUpdateResourceW(\n  LPCWSTR pFileName,\n  BOOL    bDeleteExistingResources\n);", IntPtr, int, 2, pFilename, Pointer<Utf16>, Pointer<Utf16>, bDeleteExistingResources, Int32, int, "Retrieves a handle that can be used by the UpdateResource function to add, delete, or replace resources in a binary module."
BitBlt, BitBlt, gdi32, "BOOL BitBlt(\n  HDC   hdc,\n  int   x,\n  int   y,\n  int   cx,\n  int   cy,\n  HDC   hdcSrc,\n  int   x1,\n  int   y1,\n  DWORD rop\n);", Int32, int, 9, hdc, IntPtr, int, x, Int32, int, y, Int32, int, cx, Int32, int, cy, Int32, int, hdcSrc, IntPtr, int, x1, Int32, int, y1, Int32, int, rop, Uint32, int, "The BitBlt function performs a bit-block transfer of the color data corresponding to a rectangle of pixels from the specified source device context into a destination device context."
BluetoothAuthenticateDeviceEx, BluetoothAuthenticateDeviceEx, bthprops, "DWORD BluetoothAuthenticateDeviceEx(\n  HWND                        hwndParentIn,\n  HANDLE                      hRadioIn,\n  BLUETOOTH_DEVICE_INFO       *pbtdiInout,\n  PBLUETOOTH_OOB_DATA_INFO    pbtOobData,\n  AUTHENTICATION_REQUIREMENTS authenticationRequirement\n);", Uint32, int, 5, hwndParentIn, IntPtr, int, hRadioIn, IntPtr, int, pbtdiInout, Pointer<BLUETOOTH_DEVICE_INFO>, Pointer<BLUETOOTH_DEVICE_INFO>, pbtOobData, IntPtr, int, authenticationRequirement, Int32, int, "The BluetoothAuthenticateDeviceEx function sends an authentication request to a remote Bluetooth device. Additionally, this function allows for out-of-band data to be passed into the function call for the device being authenticated."
BluetoothFindDeviceClose, BluetoothFindDeviceClose, bthprops, "BOOL BluetoothFindDeviceClose(\n  HBLUETOOTH_DEVICE_FIND hFind\n);", Int32, int, 1, hFind, IntPtr, int, "The BluetoothFindDeviceClose function closes an enumeration handle associated with a device query."
BluetoothFindFirstDevice, BluetoothFindFirstDevice, bthprops, "HBLUETOOTH_DEVICE_FIND BluetoothFindFirstDevice(\n  const BLUETOOTH_DEVICE_SEARCH_PARAMS *pbtsp,\n  BLUETOOTH_DEVICE_INFO                *pbtdi\n);", Int32, int, 2, pbtsp, Pointer<BLUETOOTH_DEVICE_SEARCH_PARAMS>, Pointer<BLUETOOTH_DEVICE_SEARCH_PARAMS>, pbtdi, Pointer<BLUETOOTH_DEVICE_INFO>, Pointer<BLUETOOTH_DEVICE_INFO>, "The BluetoothFindFirstDevice function begins the enumeration Bluetooth devices."
BluetoothFindFirstRadio, BluetoothFindFirstRadio, bthprops, "HBLUETOOTH_RADIO_FIND BluetoothFindFirstRadio(\n  const BLUETOOTH_FIND_RADIO_PARAMS *pbtfrp,\n  HANDLE                            *phRadio\n);", IntPtr, int, 2, pbtfrp, Pointer<BLUETOOTH_FIND_RADIO_PARAMS>, Pointer<BLUETOOTH_FIND_RADIO_PARAMS>, phRadio, Pointer<IntPtr>, Pointer<IntPtr>, "The BluetoothFindFirstRadio function begins the enumeration of local Bluetooth radios."
BluetoothFindNextDevice, BluetoothFindNextDevice, bthprops, "BOOL BluetoothFindNextDevice(\n  HBLUETOOTH_DEVICE_FIND hFind,\n  BLUETOOTH_DEVICE_INFO  *pbtdi\n);", Int32, int, 2, hFind, IntPtr, int, pbtdi, Pointer<BLUETOOTH_DEVICE_INFO>, Pointer<BLUETOOTH_DEVICE_INFO>, "The BluetoothFindNextDevice function finds the next Bluetooth device."
BluetoothFindNextRadio, BluetoothFindNextRadio, bthprops, "BOOL BluetoothFindNextRadio(\n  HBLUETOOTH_RADIO_FIND hFind,\n  HANDLE                *phRadio\n);", Int32, int, 2, hFind, IntPtr, int, phRadio, Pointer<IntPtr>, Pointer<IntPtr>, "The BluetoothFindNextRadio function finds the next Bluetooth radio."
BluetoothFindRadioClose, BluetoothFindRadioClose, bthprops, "BOOL BluetoothFindRadioClose(\n  HBLUETOOTH_RADIO_FIND hFind\n);", Int32, int, 1, hFind, IntPtr, int, "The BluetoothFindRadioClose function closes the enumeration handle associated with finding Bluetooth radios."
BluetoothIsConnectable, BluetoothIsConnectable, bthprops, "BOOL BluetoothIsConnectable(\n  HANDLE hRadio\n);", Int32, int, 1, hRadio, IntPtr, int, "The BluetoothIsConnectable function determines whether a Bluetooth radio or radios is connectable."
BluetoothIsDiscoverable, BluetoothIsDiscoverable, bthprops, "BOOL BluetoothIsDiscoverable(\n  HANDLE hRadio\n);", Int32, int, 1, hRadio, IntPtr, int, "The BluetoothIsDiscoverable function determines whether a Bluetooth radio or radios is discoverable."
BluetoothUpdateDeviceRecord, BluetoothUpdateDeviceRecord, bthprops, "DWORD BluetoothUpdateDeviceRecord(\n  const BLUETOOTH_DEVICE_INFO *pbtdi\n);", Uint32, int, 1, pbtdi, Pointer<BLUETOOTH_DEVICE_INFO>, Pointer<BLUETOOTH_DEVICE_INFO>, "The BluetoothUpdateDeviceRecord function updates the local computer cache about a Bluetooth device."
BringWindowToTop, BringWindowToTop, user32, "BOOL BringWindowToTop(\n  HWND hWnd\n);", Int32, int, 1, hWnd, IntPtr, int, "Brings the specified window to the top of the Z order. If the window is a top-level window, it is activated. If the window is a child window, the top-level parent window associated with the child window is activated."
CallNtPowerInformation, CallNtPowerInformation, powrprof, "NTSTATUS CallNtPowerInformation(\n  POWER_INFORMATION_LEVEL InformationLevel,\n  PVOID                   InputBuffer,\n  ULONG                   InputBufferLength,\n  PVOID                   OutputBuffer,\n  ULONG                   OutputBufferLength\n);", Int32, int, 5, InformationLevel, Int32, int, InputBuffer, Pointer, Pointer, InputBufferLength, Uint32, int, OutputBuffer, Pointer, Pointer, OutputBufferLength, Uint32, int, "Sets or retrieves power information."
CancelDC, CancelDC, gdi32, "BOOL CancelDC(\n  HDC hdc\n);", Int32, int, 1, hdc, IntPtr, int, "The CancelDC function cancels any pending operation on the specified device context (DC)."
ChildWindowFromPoint, ChildWindowFromPoint, user32, "HWND ChildWindowFromPoint(\n  HWND  hWndParent,\n  POINT Point\n);", IntPtr, int, 2, hWndParent, IntPtr, int, Point, Int64, int, "Determines which, if any, of the child windows belonging to a parent window contains the specified point. The search is restricted to immediate child windows. Grandchildren, and deeper descendant windows are not searched."
ChildWindowFromPointEx, ChildWindowFromPointEx, user32, "HWND ChildWindowFromPoint(\n  HWND  hWndParent,\n  POINT Point\n  UINT  flags\n);", IntPtr, int, 3, hWndParent, IntPtr, int, Point, Int64, int, flags, Uint32, int, "Determines which, if any, of the child windows belonging to the specified parent window contains the specified point. The function can ignore invisible, disabled, and transparent child windows. Grandchildren and deeper descendants are not searched."
ChooseColorW, ChooseColor, comdlg32, "BOOL WINAPI ChooseColor(\n  _Inout_ LPCHOOSECOLOR lpcc\n);", Int32, int, 1, lpcc, Pointer<CHOOSECOLOR>, Pointer<CHOOSECOLOR>, "Creates a Color dialog box that enables the user to select a color."
ChooseFontW, ChooseFont, comdlg32, "BOOL WINAPI ChooseFont(\n  _Inout_ LPCHOOSEFONT lpcf\n);", Int32, int, 1, lpcf, Pointer<CHOOSEFONT>, Pointer<CHOOSEFONT>, "Creates a Font dialog box that enables the user to choose attributes for a logical font. These attributes include a font family and associated font style, a point size, effects (underline, strikeout, and text color), and a script (or character set)."
Chord, Chord, gdi32, "BOOL Chord(\n  HDC hdc,\n  int x1,\n  int y1,\n  int x2,\n  int y2,\n  int x3,\n  int y3,\n  int x4,\n  int y4\n);", Int32, int, 9, hdc, IntPtr, int, x1, Int32, int, y1, Int32, int, x2, Int32, int, y2, Int32, int, x3, Int32, int, y3, Int32, int, x4, Int32, int, y4, Int32, int, "The Chord function draws a chord (a region bounded by the intersection of an ellipse and a line segment, called a secant). The chord is outlined by using the current pen and filled by using the current brush."
ClientToScreen, ClientToScreen, user32, "BOOL ClientToScreen(\n  HWND    hWnd,\n  LPPOINT lpPoint\n);", Int32, int, 2, hWnd, IntPtr, int, lpPoint, Pointer<POINT>, Pointer<POINT>, "The ClientToScreen function converts the client-area coordinates of a specified point to screen coordinates."
ClipCursor, ClipCursor, user32, "BOOL ClipCursor(\n  const RECT *lpRect\n);", Int32, int, 1, lpRect, Pointer<RECT>, Pointer<RECT>, "Confines the cursor to a rectangular area on the screen. If a subsequent cursor position (set by the SetCursorPos function or the mouse) lies outside the rectangle, the system automatically adjusts the position to keep the cursor inside the rectangular area."
CloseFigure, CloseFigure, gdi32, "BOOL CloseFigure(\n  HDC hdc);", Int32, int, 1, hdc, IntPtr, int, "The CloseFigure function closes an open figure in a path."
CloseHandle, CloseHandle, kernel32, "BOOL CloseHandle(\n  HANDLE hObject\n);", Int32, int, 1, hObject, IntPtr, int, "Closes an open object handle."
ClosePseudoConsole, ClosePseudoConsole, kernel32, "void WINAPI ClosePseudoConsole(\n    _In_ HPCON hPC\n);", Void, void, 1, hPC, Pointer<IntPtr>, Pointer<IntPtr>, "Closes a pseudoconsole from the given handle."
CLSIDFromString, CLSIDFromString, ole32, "HRESULT CLSIDFromString(\n  LPCOLESTR lpsz,\n  LPCLSID   pclsid\n);", Int32, int, 2, lpsz, Pointer<Utf16>, Pointer<Utf16>, pclsid, Pointer<GUID>, Pointer<GUID>, "Converts a string generated by the StringFromCLSID function back into the original CLSID."
CoCreateGuid, CoCreateGuid, ole32, "HRESULT CoCreateGuid(\n  GUID *pguid\n);", Int32, int, 1, pguid, Pointer<GUID>, Pointer<GUID>, "Creates a GUID, a unique 128-bit integer used for CLSIDs and interface identifiers."
CoCreateInstance, CoCreateInstance, ole32, "HRESULT CoCreateInstance(\n  REFCLSID  rclsid,\n  LPUNKNOWN pUnkOuter,\n  DWORD     dwClsContext,\n  REFIID    riid,\n  LPVOID    *ppv\n);", Int32, int, 5, rclsid, Pointer<GUID>, Pointer<GUID>, pUnkOuter, Pointer<IntPtr>, Pointer<IntPtr>, dwClsContext, Uint32, int, riid, Pointer<GUID>, Pointer<GUID>, ppv, Pointer<COMObject>, Pointer<COMObject>, "Creates a single uninitialized object of the class associated with a specified CLSID. Call CoCreateInstance when you want to create only one object on the local system. To create a single object on a remote system, call the CoCreateInstanceEx function. To create multiple objects based on a single CLSID, call the CoGetClassObject function."
